DATAFLOW,LAST UPDATE,freq,hhtyp,indic_il,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Denmark,2021,25342,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Denmark,2022,25938,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Denmark,2023,26900,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Denmark,2024,27479,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2015,16260,e,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2016,16535,e,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2017,16958,e,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2018,17468,e,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2019,17807,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2020,18511,b,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,"Euro area (EA11-1999, EA12-2001, EA13-2007, EA15-2008, EA16-2009, EA17-2011, EA18-2014, EA19-2015, EA20-2023)",2021,18542,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Euro area - 18 countries (2014),2015,16384,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Euro area - 18 countries (2014),2016,16664,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Euro area - 18 countries (2014),2017,17088,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Euro area - 18 countries (2014),2018,17594,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Euro area - 18 countries (2014),2019,17928,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Euro area - 18 countries (2014),2020,18636,b,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Euro area - 19 countries  (2015-2022),2015,16260,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Euro area - 19 countries  (2015-2022),2016,16535,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Euro area - 19 countries  (2015-2022),2017,16958,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Euro area - 19 countries  (2015-2022),2018,17468,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Euro area - 19 countries  (2015-2022),2019,17807,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Euro area - 19 countries  (2015-2022),2020,18511,b,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Euro area - 19 countries  (2015-2022),2021,18542,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Euro area – 20 countries (from 2023),2015,16171,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Euro area – 20 countries (from 2023),2016,16446,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Euro area – 20 countries (from 2023),2017,16868,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Euro area – 20 countries (from 2023),2018,17378,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Euro area – 20 countries (from 2023),2019,17720,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Euro area – 20 countries (from 2023),2020,18421,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Euro area – 20 countries (from 2023),2021,18461,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Euro area – 20 countries (from 2023),2022,18934,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Euro area – 20 countries (from 2023),2023,19935,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Euro area – 20 countries (from 2023),2024,20979,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Estonia,2015,4641,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Estonia,2016,4894,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Estonia,2017,5252,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Estonia,2018,5751,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Estonia,2019,6606,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Estonia,2020,7077,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Estonia,2021,7331,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Estonia,2022,8187,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Estonia,2023,8745,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Estonia,2024,9894,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Greece,2015,7440,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Greece,2016,7420,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Greece,2017,7355,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Greece,2018,7406,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Greece,2019,7650,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Greece,2020,8064,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Greece,2021,8084,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Greece,2022,8820,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Greece,2023,9340,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Greece,2024,9800,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Spain,2015,12558,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Spain,2016,12634,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Spain,2017,12716,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Spain,2018,13077,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Spain,2019,13722,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Spain,2020,14772,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Spain,2021,14457,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Spain,2022,15297,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Spain,2023,16311,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,Spain,2024,17506,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2015,15050,e,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2016,15227,e,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2017,15539,e,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2018,16015,e,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,"European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2019,16319,e,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,European Union - 27 countries (2007-2013),2015,15108,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,European Union - 27 countries (2007-2013),2016,15284,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,European Union - 27 countries (2007-2013),2017,15597,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,European Union - 27 countries (2007-2013),2018,16073,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,European Union - 27 countries (2007-2013),2019,16375,e,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,European Union - 27 countries (from 2020),2015,14667,e,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,European Union - 27 countries (from 2020),2016,14883,e,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,European Union - 27 countries (from 2020),2017,15279,e,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,European Union - 27 countries (from 2020),2018,15757,e,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,European Union - 27 countries (from 2020),2019,16107,e,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,European Union - 27 countries (from 2020),2020,16653,b,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,European Union - 27 countries (from 2020),2021,16833,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,European Union - 27 countries (from 2020),2022,17424,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,European Union - 27 countries (from 2020),2023,18381,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,European Union - 27 countries (from 2020),2024,19445,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,European Union - 28 countries (2013-2020),2015,15050,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,European Union - 28 countries (2013-2020),2016,15227,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,European Union - 28 countries (2013-2020),2017,15539,,
ESTAT:ILC_DI04$DEFAULTVIEW(1.0),30/04/25 11:00:00,Annual,Single person,Median equivalised net income,Euro,European Union - 28 countries (2013-2020),2018,16015,,
